"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"516737","occ","30802","I","52351","cf. Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Cenomanian","","100.5","93.9","14081"
"516831","occ","","","14402","Eolambia caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","13823"
"516832","occ","","","14396","Neoceratopsia indet.","infraorder","52774","","Neoceratopsia","infraorder","52774","Late Albian","Early Cenomanian","105.3","93.5","14087"
"516833","occ","","","14395","Neoceratopsia indet.","infraorder","52774","","Neoceratopsia","infraorder","52774","Albian","","113","100.5","14087"
"516834","occ","","","52358","Zuniceratops christopheri","species","66591","","Zuniceratops christopheri","species","66591","Middle Turonian","","93.5","89.3","13881"
"516837","occ","","","52359","n. gen. Zuniceratops n. sp. christopheri","species","66591","","Zuniceratops christopheri","species","66591","Middle Turonian","","93.5","89.3","13881"
"516839","occ","","","52360","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Turonian","","93.5","89.3","13881"
"516844","occ","23156","","52361","n. gen. Jeyawati n. sp. rugoculus","species","168390","","Jeyawati rugoculus","species","168390","Middle Turonian","","93.5","89.3","32770"
"516855","occ","","I","52365","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Middle Cenomanian","","99.6","93.5","14090"
"516859","occ","","I","52369","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Middle Albian","","109","105.3","14091"
"516860","occ","","I","52370","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Middle Albian","","109","105.3","14091"
"516864","occ","","I","52371","Tetrapodosaurus borealis","species","63959","","Tetrapodosaurus borealis","species","63959","Middle Albian","","109","105.3","14246"
"516865","occ","","I","52372","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Middle Albian","","109","105.3","14091"
"516867","occ","","I","52374","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Middle Albian","","109","105.3","14091"
"517456","occ","","","52435","n. gen. Achelousaurus n. sp. horneri","species","53955","","Achelousaurus horneri","species","53955","Late Campanian","","83.5","70.6","14725"
"517457","occ","","","52436","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113","100.5","14102"
"517459","occ","18586","","52437","n. gen. Gasparinisaura n. sp. cincosaltensis","species","65254","","Gasparinisaura cincosaltensis","species","65254","Early Campanian","Middle Campanian","83.5","70.6","13112"
"517460","occ","27910","","52036","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","43968"
"517472","occ","","","52448","Iguanodontidae ? indet.","family","38744","","Iguanodontidae","family","38744","Albian","","113","100.5","14010"
"517523","occ","","","52458","Psittacosaurus n. sp. meileyingensis","species","65708","","Psittacosaurus meileyingensis","species","65708","Aptian","","125","113","14106"
"517524","occ","","","52459","Psittacosaurus meileyingensis","species","65708","","Psittacosaurus meileyingensis","species","65708","Aptian","","125","113","14106"
"517525","occ","","","52460","Psittacosaurus meileyingensis","species","65708","","Psittacosaurus meileyingensis","species","65708","Aptian","","125","113","14106"
"517526","occ","","","52461","Psittacosaurus mongoliensis","species","52831","","Psittacosaurus mongoliensis","species","52831","Aptian","","125","113","14106"
"517527","occ","","","52462","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Judithian","","83.5","70.6","14107"
"517528","occ","","","52463","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Judithian","","83.5","70.6","14107"
"517529","occ","","","52464","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Judithian","","83.5","70.6","14107"
"517537","occ","32248","","52472","n. gen. Corythosaurus n. sp. casuarius","species","56403","","Corythosaurus casuarius","species","56403","Late Campanian","","83.5","70.6","9646"
"517566","occ","","","52487","n. gen. Styracosaurus n. sp. albertensis","species","56144","","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","17544"
"518052","occ","29800","","52568","n. gen. Mantellodon n. sp. carpenteri","species","290635","subjective synonym of","Mantellisaurus atherfieldensis","species","64255","Early Aptian","","125.45","122.46","50539"
"518053","occ","","","52569","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","17008"
"518054","occ","","","52570","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14133"
"518056","occ","19728","","52297","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14199"
"518061","occ","32255","","52576","Valdosaurus canaliculatus","species","52886","","Valdosaurus canaliculatus","species","52885","Early Cretaceous","","145","100.5","58861"
"518062","occ","29798","","52577","n. gen. Sellacoxa n. sp. pauli","species","290605","subjective synonym of","Barilium dawsoni","species","66721","Early Valanginian","","140.2","136.4","50540"
"518066","occ","","","52579","Ornithopoda ? indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Cenomanian","","100.5","93.9","14010"
"518078","occ","","IF","52587","Anomoepus sp.","genus","67049","","Anomoepus","genus","67049","Tithonian","Berriasian","152.1","139.8","14144"
"518079","occ","22860","IF","52588","n. gen. Neoanomoepus n. sp. perigrinatus","species","163257","","Neoanomoepus perigrinatus","species","163257","Tithonian","Berriasian","152.1","139.8","32037"
"518082","occ","","I","52590","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Barremian","Aptian","129.4","113","14144"
"518084","occ","","I","46151","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Albian","","113","100.5","14144"
"518086","occ","","I","52592","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Aptian","Albian","125","100.5","14144"
"518087","occ","","I","52592","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Aptian","Albian","125","100.5","14144"
"518389","occ","","I","52637","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Cenomanian","","100.5","93.9","14144"
"518391","occ","","I","52638","Tetrapodosaurus sp.","genus","63958","","Tetrapodosaurus","genus","63958","Cenomanian","","100.5","93.9","14144"
"518407","occ","","","52645","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Cretaceous","","145","100.5","14142"
"518408","occ","","","52646","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","14144"
"518410","occ","","","52647","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","14144"
"518412","occ","30660","","52649","Hypselospinus cf. fittoni","species","167442","","Hypselospinus fittoni","species","64508","Early Valanginian","","140.2","136.4","53690"
"518413","occ","","","52650","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Early Cretaceous","","145","100.5","14142"
"518416","occ","","","52652","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14142"
"518417","occ","13347","","52653","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14142"
"518418","occ","","","52654","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","14144"
"518420","occ","","","52656","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","Maastrichtian","83.6","66","14144"
"518422","occ","","","52657","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14142"
"518428","occ","","","52659","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","14144"
"518488","occ","","","52660","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","14142"
"518491","occ","31545","","52661","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Valanginian","Early Hauterivian","140.2","130","55914"
"518495","occ","","","52663","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Early Valanginian","","140.2","136.4","27782"
"518496","occ","","","52664","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Early Valanginian","","140.2","136.4","27782"
"518511","occ","","","52666","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14029"
"518522","occ","","","52668","Iguanodon n. sp. fittoni","species","64508","recombined as","Hypselospinus fittoni","species","64508","Late Valanginian","","140.2","136.4","14156"
"518523","occ","","","52669","Iguanodon cf. dawsoni","species","66721","recombined as","Barilium dawsoni","species","66721","Late Hauterivian","Early Barremian","136.4","125.45","14160"
"518535","occ","19521","I","52161","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Albian","","113","100.5","14019"
"518593","occ","31434","","52681","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518594","occ","31435","","52682","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518595","occ","","","52683","Triceratops brevicornus ?","species","63888","subjective synonym of","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","14177"
"518596","occ","31437","","52684","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518597","occ","31438","","52684","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518598","occ","31431","","52685","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518599","occ","31432","","52685","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518600","occ","31429","","52686","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518601","occ","31428","","52687","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518602","occ","31427","","52688","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518603","occ","","","52689","Triceratops sulcatus","species","52926","nomen dubium","Triceratops","genus","38862","Maastrichtian","","72.1","66","14177"
"518604","occ","","","52690","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","14177"
"518605","occ","","","52691","Triceratops elatus","species","63772","subjective synonym of","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","14177"
"518606","occ","","","52692","Triceratops elatus","species","63772","subjective synonym of","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","14177"
"518607","occ","31426","","52693","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518608","occ","","","52694","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","14177"
"518609","occ","31436","","52695","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"518630","occ","","","52704","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
"518633","occ","","","52705","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
"518636","occ","","","52706","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
"518638","occ","","","52707","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
"518640","occ","","","52708","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
"518642","occ","","","52709","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","14187"
